"Timestamp","Alert Description","Alert Signature","Severity","Sender IP","Sender Port","Target IP","Target Port","Transport Protocol"
"2015-09-06 15:03:54","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","47719","192.168.186.18","22","TCP"
"2015-09-06 15:04:04","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","42705","192.168.186.18","22","TCP"
"2015-09-06 15:04:25","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","35632","192.168.186.18","22","TCP"
"2015-09-06 15:04:56","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","50347","192.168.186.18","22","TCP"
"2015-09-06 15:05:26","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","39090","192.168.186.18","22","TCP"
"2015-09-06 15:05:58","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","59053","192.168.186.18","22","TCP"
"2015-09-06 15:06:09","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","56434","192.168.186.18","22","TCP"
"2015-09-06 15:06:31","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","51445","192.168.186.18","22","TCP"
"2015-09-06 15:07:05","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","50292","192.168.186.18","22","TCP"
"2015-09-06 15:07:37","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","41410","192.168.186.18","22","TCP"
"2015-09-06 15:08:13","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","44556","192.168.186.18","22","TCP"
"2015-09-06 15:08:13","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","44556","192.168.186.18","22","TCP"
"2015-09-06 15:08:45","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","34734","192.168.186.18","22","TCP"
"2015-09-06 15:09:15","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","49678","192.168.186.18","22","TCP"
"2015-09-06 15:09:46","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","36316","192.168.186.18","22","TCP"
"2015-09-06 15:10:16","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","49483","192.168.186.18","22","TCP"
"2015-09-06 15:10:27","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","47770","192.168.186.18","22","TCP"
"2015-09-06 15:10:51","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","46747","192.168.186.18","22","TCP"
"2015-09-06 15:11:21","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","58688","192.168.186.18","22","TCP"
"2015-09-06 15:11:52","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","46523","192.168.186.18","22","TCP"
"2015-09-06 15:12:23","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","34623","192.168.186.18","22","TCP"
"2015-09-06 15:12:31","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","59769","192.168.186.18","22","TCP"
"2015-09-06 15:12:54","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","58441","192.168.186.18","22","TCP"
"2015-09-06 15:13:27","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","52678","192.168.186.18","22","TCP"
"2015-09-06 15:14:00","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","48572","192.168.186.18","22","TCP"
"2015-09-06 15:14:36","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","48078","192.168.186.18","22","TCP"
"2015-09-06 15:14:46","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","44985","192.168.186.18","22","TCP"
"2015-09-06 15:15:06","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","34532","192.168.186.18","22","TCP"
"2015-09-06 15:15:37","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","49520","192.168.186.18","22","TCP"
"2015-09-06 15:16:08","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","36972","192.168.186.18","22","TCP"
"2015-09-06 15:16:52","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","54733","192.168.186.18","22","TCP"
"2015-09-06 15:17:02","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","50567","192.168.186.18","22","TCP"
"2015-09-06 15:17:22","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","41225","192.168.186.18","22","TCP"
"2015-09-06 15:17:54","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","59207","192.168.186.18","22","TCP"
"2015-09-06 15:18:27","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","47973","192.168.186.18","22","TCP"
"2015-09-06 15:18:58","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","39870","192.168.186.18","22","TCP"
"2015-09-06 15:18:58","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","39870","192.168.186.18","22","TCP"
"2015-09-06 15:19:28","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","54741","192.168.186.18","22","TCP"
"2015-09-06 15:20:00","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","44626","192.168.186.18","22","TCP"
"2015-09-06 15:20:33","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","36560","192.168.186.18","22","TCP"
"2015-09-06 15:21:06","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","55766","192.168.186.18","22","TCP"
"2015-09-06 15:21:06","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","55766","192.168.186.18","22","TCP"
"2015-09-06 15:21:38","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","45780","192.168.186.18","22","TCP"
"2015-09-06 15:22:09","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","56844","192.168.186.18","22","TCP"
"2015-09-06 15:36:50","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","59115","192.168.186.18","22","TCP"
"2015-09-06 15:37:10","Attempted Information Leak","ET SCAN Potential SSH Scan","2","218.87.111.116","50459","192.168.186.18","22","TCP"
"2015-09-06 15:37:25","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","58696","192.168.186.18","22","TCP"
"2015-09-06 15:38:07","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","40171","192.168.186.18","22","TCP"
"2015-09-06 15:38:42","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","45160","192.168.186.18","22","TCP"
"2015-09-06 15:39:05","Attempted Information Leak","ET SCAN Potential SSH Scan","2","218.87.111.116","52435","192.168.186.18","22","TCP"
"2015-09-06 15:39:15","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","52435","192.168.186.18","22","TCP"
"2015-09-06 17:52:56","Attempted Information Leak","ET SCAN Potential SSH Scan","2","77.245.151.250","54232","192.168.186.18","22","TCP"
"2015-09-06 17:52:57","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","77.245.151.250","54232","192.168.186.18","22","TCP"
"2015-09-06 17:53:30","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","77.245.151.250","39325","192.168.186.18","22","TCP"
"2015-09-06 17:54:05","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","77.245.151.250","53428","192.168.186.18","22","TCP"
"2015-09-06 17:54:36","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","77.245.151.250","37251","192.168.186.18","22","TCP"
"2015-09-06 17:54:57","Attempted Information Leak","ET SCAN Potential SSH Scan","2","77.245.151.250","45963","192.168.186.18","22","TCP"
"2015-09-06 17:55:06","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","77.245.151.250","49341","192.168.186.18","22","TCP"
"2015-09-06 18:31:09","Misc Attack","ET DROP Dshield Block Listed Source group 1","2","182.100.67.4","39926","192.168.186.18","22","TCP"
"2015-09-06 18:35:17","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","33815","192.168.186.18","22","TCP"
"2015-09-06 18:35:52","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","36372","192.168.186.18","22","TCP"
"2015-09-06 18:36:02","Attempted Information Leak","ET SCAN Potential SSH Scan","2","218.87.111.116","54166","192.168.186.18","22","TCP"
"2015-09-06 18:36:23","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","60465","192.168.186.18","22","TCP"
"2015-09-06 18:36:57","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","60543","192.168.186.18","22","TCP"
"2015-09-06 18:37:29","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","58439","192.168.186.18","22","TCP"
"2015-09-06 18:38:03","Attempted Information Leak","ET SCAN Potential SSH Scan","2","218.87.111.116","60090","192.168.186.18","22","TCP"
"2015-09-06 18:38:04","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","60090","192.168.186.18","22","TCP"
"2015-09-06 18:38:35","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","54194","192.168.186.18","22","TCP"
"2015-09-06 18:39:05","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","52528","192.168.186.18","22","TCP"
"2015-09-06 18:39:34","Attempted Information Leak","ET SCAN Potential SSH Scan","2","218.87.111.116","47744","192.168.186.18","22","TCP"
"2015-09-06 18:39:45","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","37332","192.168.186.18","22","TCP"
"2015-09-06 18:40:16","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","35751","192.168.186.18","22","TCP"
"2015-09-06 18:40:46","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","34770","192.168.186.18","22","TCP"
"2015-09-06 18:41:16","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","60328","192.168.186.18","22","TCP"
"2015-09-06 18:41:40","Attempted Information Leak","ET SCAN Potential SSH Scan","2","218.87.111.116","42989","192.168.186.18","22","TCP"
"2015-09-06 18:41:48","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","218.87.111.116","60571","192.168.186.18","22","TCP"
"2015-09-06 20:58:22","Attempted Information Leak","ET SCAN Potential SSH Scan","2","104.168.56.186","40911","192.168.186.18","22","TCP"
"2015-09-06 20:58:23","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","104.168.56.186","40911","192.168.186.18","22","TCP"
"2015-09-06 20:58:58","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","104.168.56.186","33750","192.168.186.18","22","TCP"
"2015-09-06 20:59:26","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","104.168.56.186","52228","192.168.186.18","22","TCP"
"2015-09-06 20:59:57","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","104.168.56.186","41473","192.168.186.18","22","TCP"
"2015-09-06 21:00:21","Attempted Information Leak","ET SCAN Potential SSH Scan","2","104.168.56.186","57254","192.168.186.18","22","TCP"
"2015-09-06 21:00:29","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","104.168.56.186","34000","192.168.186.18","22","TCP"
"2015-09-06 21:01:00","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","104.168.56.186","53419","192.168.186.18","22","TCP"
"2015-09-06 21:01:30","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","104.168.56.186","43497","192.168.186.18","22","TCP"
"2015-09-06 22:22:05","Attempted Information Leak","ET SCAN Potential SSH Scan","2","67.228.244.162","56270","192.168.186.18","22","TCP"
"2015-09-06 22:59:16","Misc Attack","ET DROP Spamhaus DROP Listed Traffic Inbound group 2","2","43.229.53.89","9090","192.168.186.18","22","TCP"
"2015-09-06 23:53:41","Attempted Information Leak","ET SCAN Potential SSH Scan","2","193.104.41.171","50100","192.168.186.18","22","TCP"
"2015-09-07 00:02:12","Attempted Information Leak","ET SCAN Potential SSH Scan","2","75.148.154.225","62340","192.168.186.18","22","TCP"
