"Timestamp","Alert Description","Alert Signature","Severity","Sender IP","Sender Port","Target IP","Target Port","Transport Protocol"
"2015-09-06 14:03:55","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","34358","192.168.186.18","22","TCP"
"2015-09-06 14:04:27","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","48851","192.168.186.18","22","TCP"
"2015-09-06 14:04:59","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","34144","192.168.186.18","22","TCP"
"2015-09-06 14:05:27","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","39296","192.168.186.18","22","TCP"
"2015-09-06 14:05:33","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","39296","192.168.186.18","22","TCP"
"2015-09-06 14:06:11","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","49024","192.168.186.18","22","TCP"
"2015-09-06 14:06:42","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","57042","192.168.186.18","22","TCP"
"2015-09-06 14:07:20","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","58973","192.168.186.18","22","TCP"
"2015-09-06 14:07:30","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","54074","192.168.186.18","22","TCP"
"2015-09-06 14:07:52","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","43270","192.168.186.18","22","TCP"
"2015-09-06 14:08:25","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","37156","192.168.186.18","22","TCP"
"2015-09-06 14:08:56","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","51689","192.168.186.18","22","TCP"
"2015-09-06 14:09:28","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","39973","192.168.186.18","22","TCP"
"2015-09-06 14:09:38","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","35050","192.168.186.18","22","TCP"
"2015-09-06 14:09:59","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","53826","192.168.186.18","22","TCP"
"2015-09-06 14:10:31","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","40980","192.168.186.18","22","TCP"
"2015-09-06 14:11:04","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","53859","192.168.186.18","22","TCP"
"2015-09-06 14:11:35","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","34893","192.168.186.18","22","TCP"
"2015-09-06 14:11:44","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","55601","192.168.186.18","22","TCP"
"2015-09-06 14:12:05","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","41713","192.168.186.18","22","TCP"
"2015-09-06 14:12:35","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","49462","192.168.186.18","22","TCP"
"2015-09-06 14:13:10","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","41084","192.168.186.18","22","TCP"
"2015-09-06 14:13:41","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","46572","192.168.186.18","22","TCP"
"2015-09-06 14:13:48","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","38998","192.168.186.18","22","TCP"
"2015-09-06 14:14:11","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","55085","192.168.186.18","22","TCP"
"2015-09-06 14:14:41","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","40152","192.168.186.18","22","TCP"
"2015-09-06 14:15:13","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","55614","192.168.186.18","22","TCP"
"2015-09-06 14:15:45","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","43138","192.168.186.18","22","TCP"
"2015-09-06 14:15:56","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","38783","192.168.186.18","22","TCP"
"2015-09-06 14:16:19","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","34006","192.168.186.18","22","TCP"
"2015-09-06 14:16:52","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","49417","192.168.186.18","22","TCP"
"2015-09-06 14:17:23","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","32916","192.168.186.18","22","TCP"
"2015-09-06 14:17:54","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","44021","192.168.186.18","22","TCP"
"2015-09-06 14:17:54","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","44021","192.168.186.18","22","TCP"
"2015-09-06 14:18:26","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","56318","192.168.186.18","22","TCP"
"2015-09-06 14:18:57","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","37308","192.168.186.18","22","TCP"
"2015-09-06 14:19:27","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","44426","192.168.186.18","22","TCP"
"2015-09-06 14:19:53","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","47391","192.168.186.18","22","TCP"
"2015-09-06 14:20:04","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","41236","192.168.186.18","22","TCP"
"2015-09-06 14:20:16","Attempted Information Leak","ET SCAN Potential SSH Scan","2","54.223.131.223","37561","192.168.186.18","22","TCP"
"2015-09-06 14:20:23","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","38589","192.168.186.18","22","TCP"
"2015-09-06 14:20:36","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","57160","192.168.186.18","22","TCP"
"2015-09-06 14:20:56","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","45106","192.168.186.18","22","TCP"
"2015-09-06 14:21:08","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","43148","192.168.186.18","22","TCP"
"2015-09-06 14:21:34","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","53006","192.168.186.18","22","TCP"
"2015-09-06 14:21:40","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","58944","192.168.186.18","22","TCP"
"2015-09-06 14:22:01","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","48767","192.168.186.18","22","TCP"
"2015-09-06 14:22:02","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","58667","192.168.186.18","22","TCP"
"2015-09-06 14:22:12","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","46063","192.168.186.18","22","TCP"
"2015-09-06 14:22:31","Attempted Information Leak","ET SCAN Potential SSH Scan","2","54.223.131.223","36838","192.168.186.18","22","TCP"
"2015-09-06 14:22:39","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","38090","192.168.186.18","22","TCP"
"2015-09-06 14:22:44","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","59132","192.168.186.18","22","TCP"
"2015-09-06 14:23:14","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","45367","192.168.186.18","22","TCP"
"2015-09-06 14:23:15","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","42723","192.168.186.18","22","TCP"
"2015-09-06 14:23:47","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","53556","192.168.186.18","22","TCP"
"2015-09-06 14:23:50","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","52677","192.168.186.18","22","TCP"
"2015-09-06 14:24:08","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","43697","192.168.186.18","22","TCP"
"2015-09-06 14:24:18","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","58412","192.168.186.18","22","TCP"
"2015-09-06 14:24:19","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","37964","192.168.186.18","22","TCP"
"2015-09-06 14:24:26","Attempted Information Leak","ET SCAN Potential SSH Scan","2","54.223.131.223","60537","192.168.186.18","22","TCP"
"2015-09-06 14:24:50","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","36697","192.168.186.18","22","TCP"
"2015-09-06 14:24:50","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","44832","192.168.186.18","22","TCP"
"2015-09-06 14:25:21","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","59867","192.168.186.18","22","TCP"
"2015-09-06 14:25:22","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","43142","192.168.186.18","22","TCP"
"2015-09-06 14:25:53","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","45456","192.168.186.18","22","TCP"
"2015-09-06 14:25:56","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","50050","192.168.186.18","22","TCP"
"2015-09-06 14:26:13","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","60365","192.168.186.18","22","TCP"
"2015-09-06 14:26:23","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","54373","192.168.186.18","22","TCP"
"2015-09-06 14:26:26","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","56099","192.168.186.18","22","TCP"
"2015-09-06 14:26:29","Attempted Information Leak","ET SCAN Potential SSH Scan","2","54.223.131.223","57258","192.168.186.18","22","TCP"
"2015-09-06 14:26:53","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","36498","192.168.186.18","22","TCP"
"2015-09-06 14:27:02","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","35201","192.168.186.18","22","TCP"
"2015-09-06 14:27:23","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","49367","192.168.186.18","22","TCP"
"2015-09-06 14:27:31","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","41179","192.168.186.18","22","TCP"
"2015-09-06 14:27:58","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","42313","192.168.186.18","22","TCP"
"2015-09-06 14:28:30","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","59025","192.168.186.18","22","TCP"
"2015-09-06 14:28:31","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","59025","192.168.186.18","22","TCP"
"2015-09-06 14:28:36","Attempted Information Leak","ET SCAN Potential SSH Scan","2","54.223.131.223","54743","192.168.186.18","22","TCP"
"2015-09-06 14:28:40","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","54743","192.168.186.18","22","TCP"
"2015-09-06 14:29:03","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","47768","192.168.186.18","22","TCP"
"2015-09-06 14:29:09","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","60888","192.168.186.18","22","TCP"
"2015-09-06 14:29:36","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","38919","192.168.186.18","22","TCP"
"2015-09-06 14:30:10","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","57843","192.168.186.18","22","TCP"
"2015-09-06 14:30:20","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","53319","192.168.186.18","22","TCP"
"2015-09-06 14:30:21","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","47343","192.168.186.18","22","TCP"
"2015-09-06 14:30:36","Attempted Information Leak","ET SCAN Potential SSH Scan","2","54.223.131.223","50820","192.168.186.18","22","TCP"
"2015-09-06 14:30:42","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","44440","192.168.186.18","22","TCP"
"2015-09-06 14:30:51","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","53234","192.168.186.18","22","TCP"
"2015-09-06 14:31:13","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","55204","192.168.186.18","22","TCP"
"2015-09-06 14:31:21","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","59328","192.168.186.18","22","TCP"
"2015-09-06 14:31:43","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","37728","192.168.186.18","22","TCP"
"2015-09-06 14:31:54","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","37551","192.168.186.18","22","TCP"
"2015-09-06 14:32:20","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","40425","192.168.186.18","22","TCP"
"2015-09-06 14:32:20","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","40425","192.168.186.18","22","TCP"
"2015-09-06 14:32:26","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","44181","192.168.186.18","22","TCP"
"2015-09-06 14:32:45","Attempted Information Leak","ET SCAN Potential SSH Scan","2","54.223.131.223","48458","192.168.186.18","22","TCP"
"2015-09-06 14:32:50","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","48403","192.168.186.18","22","TCP"
"2015-09-06 14:33:04","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","51898","192.168.186.18","22","TCP"
"2015-09-06 14:33:28","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","51447","192.168.186.18","22","TCP"
"2015-09-06 14:33:33","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","58195","192.168.186.18","22","TCP"
"2015-09-06 14:34:00","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","42447","192.168.186.18","22","TCP"
"2015-09-06 14:34:03","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","36444","192.168.186.18","22","TCP"
"2015-09-06 14:34:35","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","41457","192.168.186.18","22","TCP"
"2015-09-06 14:34:35","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","41457","192.168.186.18","22","TCP"
"2015-09-06 14:34:39","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","43856","192.168.186.18","22","TCP"
"2015-09-06 14:34:43","Attempted Information Leak","ET SCAN Potential SSH Scan","2","54.223.131.223","45161","192.168.186.18","22","TCP"
"2015-09-06 14:35:08","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","33201","192.168.186.18","22","TCP"
"2015-09-06 14:35:08","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","50061","192.168.186.18","22","TCP"
"2015-09-06 14:35:37","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","56223","192.168.186.18","22","TCP"
"2015-09-06 14:35:41","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","53021","192.168.186.18","22","TCP"
"2015-09-06 14:36:11","Attempted Administrator Privilege Gain","ET SCAN LibSSH Based Frequent SSH Connections Likely BruteForce Attack","1","54.223.131.223","34880","192.168.186.18","22","TCP"
"2015-09-06 14:36:14","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","44290","192.168.186.18","22","TCP"
"2015-09-06 14:36:36","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","37772","192.168.186.18","22","TCP"
"2015-09-06 14:36:47","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","34641","192.168.186.18","22","TCP"
"2015-09-06 14:37:25","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","35968","192.168.186.18","22","TCP"
"2015-09-06 14:37:57","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","49647","192.168.186.18","22","TCP"
"2015-09-06 14:38:28","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","33326","192.168.186.18","22","TCP"
"2015-09-06 14:38:37","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","55628","192.168.186.18","22","TCP"
"2015-09-06 14:38:58","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","41707","192.168.186.18","22","TCP"
"2015-09-06 14:39:36","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","45619","192.168.186.18","22","TCP"
"2015-09-06 14:40:06","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","60166","192.168.186.18","22","TCP"
"2015-09-06 14:40:37","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","47085","192.168.186.18","22","TCP"
"2015-09-06 14:40:37","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","47085","192.168.186.18","22","TCP"
"2015-09-06 14:41:07","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","48951","192.168.186.18","22","TCP"
"2015-09-06 14:41:42","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","54259","192.168.186.18","22","TCP"
"2015-09-06 14:42:19","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","52322","192.168.186.18","22","TCP"
"2015-09-06 14:42:51","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","42791","192.168.186.18","22","TCP"
"2015-09-06 14:42:51","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","42791","192.168.186.18","22","TCP"
"2015-09-06 14:43:24","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","59608","192.168.186.18","22","TCP"
"2015-09-06 14:43:56","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","47833","192.168.186.18","22","TCP"
"2015-09-06 14:44:27","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","60307","192.168.186.18","22","TCP"
"2015-09-06 14:44:49","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","55387","192.168.186.18","22","TCP"
"2015-09-06 14:45:01","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","50984","192.168.186.18","22","TCP"
"2015-09-06 14:45:35","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","44678","192.168.186.18","22","TCP"
"2015-09-06 14:46:06","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","59614","192.168.186.18","22","TCP"
"2015-09-06 14:46:38","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","48706","192.168.186.18","22","TCP"
"2015-09-06 14:46:59","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","41908","192.168.186.18","22","TCP"
"2015-09-06 14:47:09","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","37522","192.168.186.18","22","TCP"
"2015-09-06 14:47:41","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","56587","192.168.186.18","22","TCP"
"2015-09-06 14:48:14","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","47359","192.168.186.18","22","TCP"
"2015-09-06 14:48:46","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","36571","192.168.186.18","22","TCP"
"2015-09-06 14:49:08","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","59127","192.168.186.18","22","TCP"
"2015-09-06 14:49:20","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","55283","192.168.186.18","22","TCP"
"2015-09-06 14:49:56","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","51574","192.168.186.18","22","TCP"
"2015-09-06 14:50:28","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","37214","192.168.186.18","22","TCP"
"2015-09-06 14:50:59","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","52106","192.168.186.18","22","TCP"
"2015-09-06 14:51:08","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","45340","192.168.186.18","22","TCP"
"2015-09-06 14:51:30","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","60939","192.168.186.18","22","TCP"
"2015-09-06 14:52:00","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","45160","192.168.186.18","22","TCP"
"2015-09-06 14:52:38","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","52211","192.168.186.18","22","TCP"
"2015-09-06 14:53:08","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","37870","192.168.186.18","22","TCP"
"2015-09-06 14:53:18","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","34711","192.168.186.18","22","TCP"
"2015-09-06 14:53:40","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","56675","192.168.186.18","22","TCP"
"2015-09-06 14:54:12","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","47965","192.168.186.18","22","TCP"
"2015-09-06 14:54:54","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","60746","192.168.186.18","22","TCP"
"2015-09-06 14:55:25","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","47864","192.168.186.18","22","TCP"
"2015-09-06 14:55:35","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","41618","192.168.186.18","22","TCP"
"2015-09-06 14:55:57","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","34590","192.168.186.18","22","TCP"
"2015-09-06 14:56:28","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","47046","192.168.186.18","22","TCP"
"2015-09-06 14:56:59","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","56757","192.168.186.18","22","TCP"
"2015-09-06 14:57:37","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","32781","192.168.186.18","22","TCP"
"2015-09-06 14:57:37","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","32781","192.168.186.18","22","TCP"
"2015-09-06 14:58:07","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","41132","192.168.186.18","22","TCP"
"2015-09-06 14:58:37","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","53728","192.168.186.18","22","TCP"
"2015-09-06 14:59:09","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","39609","192.168.186.18","22","TCP"
"2015-09-06 14:59:39","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","59878","192.168.186.18","22","TCP"
"2015-09-06 14:59:49","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","56150","192.168.186.18","22","TCP"
"2015-09-06 15:00:10","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","47710","192.168.186.18","22","TCP"
"2015-09-06 15:00:43","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","37802","192.168.186.18","22","TCP"
"2015-09-06 15:01:17","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","60191","192.168.186.18","22","TCP"
"2015-09-06 15:01:49","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","48491","192.168.186.18","22","TCP"
"2015-09-06 15:02:00","Attempted Information Leak","ET SCAN Potential SSH Scan","2","221.203.142.71","44937","192.168.186.18","22","TCP"
"2015-09-06 15:02:21","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","36097","192.168.186.18","22","TCP"
"2015-09-06 15:02:53","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","51155","192.168.186.18","22","TCP"
"2015-09-06 15:03:23","Detection of a Network Scan","ET SCAN SSH BruteForce Tool with fake PUTTY version","3","221.203.142.71","34067","192.168.186.18","22","TCP"
